code,name,cate_code,cate_name
60310,3S,32902,특수 목적용 기계 제조업
95570,AJ네트웍스,147603,산업용 기계 및 장비 임대업
68400,AJ렌터카,147601,운송장비 임대업
6840,AK홀딩스,116409,기타 금융업
54620,APS홀딩스,116409,기타 금융업
265520,AP시스템,32902,특수 목적용 기계 제조업
211270,AP위성,32604,통신 및 방송 장비 제조업
27410,BGF,74701,종합 소매업
282330,BGF리테일,74701,종합 소매업
138930,BNK금융지주,116409,기타 금융업
1460,BYC,31401,봉제의복 제조업
32040,C&S자산관리,147509,기타 사업지원 서비스업
1040,CJ,116409,기타 금융업
79160,CJ CGV,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
130960,CJ E&M,106002,텔레비전 방송업
120,CJ대한통운,84903,도로 화물 운송업
11150,CJ씨푸드,31007,기타 식품 제조업
35760,CJ오쇼핑,106002,텔레비전 방송업
97950,CJ제일제당,31007,기타 식품 제조업
51500,CJ프레시웨이,74603,음·식료품 및 담배 도매업
37560,CJ헬로,106002,텔레비전 방송업
58820,CMG제약,32102,의약품 제조업
23460,CNH,116402,신탁업 및 집합투자업
65770,CS,32604,통신 및 방송 장비 제조업
83660,CSA 코스믹,32202,플라스틱제품 제조업
590,CS홀딩스,116409,기타 금융업
12030,DB,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
16610,DB금융투자,116601,금융 지원 서비스업
45890,DB라이텍,32804,전구 및 조명장치 제조업
5830,DB손해보험,116501,보험업
990,DB하이텍,32601,반도체 제조업
139130,DGB금융지주,116409,기타 금융업
68790,DMS,32902,특수 목적용 기계 제조업
4840,DRB동일,116409,기타 금융업
241520,DSC인베스트먼트,116402,신탁업 및 집합투자업
155660,DSR,32402,1차 비철금속 제조업
69730,DSR제강,32401,1차 철강 제조업
17940,E1,74607,기타 전문 도매업
245620,EDGC,137001,자연과학 및 공학 연구개발업
37370,EG,74607,기타 전문 도매업
79190,EMW,32604,통신 및 방송 장비 제조업
7700,F&F,31401,봉제의복 제조업
130500,GH신소재,31309,기타 섬유제품 제조업
114090,GKL,189102,유원지 및 기타 오락관련 서비스업
32860,GMR 머티리얼즈,53803,"해체, 선별 및 원료 재생업"
900290,GRT,116409,기타 금융업
78930,GS,116409,기타 금융업
83450,GST,32902,특수 목적용 기계 제조업
6360,GS건설,64101,건물 건설업
1250,GS글로벌,74608,상품 종합 도매업
7070,GS리테일,74701,종합 소매업
28150,GS홈쇼핑,106002,텔레비전 방송업
78150,HB테크놀러지,32902,특수 목적용 기계 제조업
12630,HDC,64101,건물 건설업
39570,HDC아이콘트롤스,64203,전기 및 통신 공사업
89470,HDC현대EP,32004,기타 화학제품 제조업
294870,HDC현대산업개발,64101,건물 건설업
36640,HRS,32002,합성고무 및 플라스틱 물질 제조업
82740,HSD엔진,32901,일반 목적용 기계 제조업
225430,IBKS제3호스팩,116601,금융 지원 서비스업
254120,IBKS제5호스팩,116601,금융 지원 서비스업
264850,IBKS제6호스팩,116601,금융 지원 서비스업
276920,IBKS제7호스팩,116601,금융 지원 서비스업
277410,IBKS제8호스팩,116601,금융 지원 서비스업
95340,ISC,32602,전자부품 제조업
99520,ITX엠투엠,32605,영상 및 음향기기 제조업
175330,JB금융지주,116409,기타 금융업
950170,JTC,74701,종합 소매업
234080,JW생명과학,32102,의약품 제조업
67290,JW신약,32102,의약품 제조업
1060,JW중외제약,32102,의약품 제조업
96760,JW홀딩스,116409,기타 금융업
35900,JYP Ent.,105902,오디오물 출판 및 원판 녹음업
105560,KB금융,116409,기타 금융업
24120,KB오토시스,33003,자동차 신품 부품 제조업
21320,KCC건설,64101,건물 건설업
36670,KCI,32004,기타 화학제품 제조업
9440,KC그린홀딩스,116409,기타 금융업
112190,KC산업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
119650,KC코트렐,32901,일반 목적용 기계 제조업
44180,KD건설,64101,건물 건설업
92220,KEC,32601,반도체 제조업
151860,KG ETS,53802,폐기물 처리업
46440,KG모빌리언스,105802,소프트웨어 개발 및 공급업
35600,KG이니시스,105802,소프트웨어 개발 및 공급업
1390,KG케미칼,32001,기초 화학물질 제조업
60720,KH바텍,32602,전자부품 제조업
1940,KISCO홀딩스,116409,기타 금융업
83470,KJ프리텍,32202,플라스틱제품 제조업
122450,KMH,106002,텔레비전 방송업
52900,KMH하이텍,32202,플라스틱제품 제조업
58400,KNN,106002,텔레비전 방송업
114450,KPX생명과학,32101,기초 의약물질 및 생물학적 제제 제조업
25000,KPX케미칼,32001,기초 화학물질 제조업
92230,KPX홀딩스,116409,기타 금융업
40,KR모터스,33109,그외 기타 운송장비 제조업
44450,KSS해운,85001,해상 운송업
30210,KTB투자증권,116601,금융 지원 서비스업
36030,KTH,74601,상품 중개업
58850,KTcs,106309,기타 정보 서비스업
60370,KT서브마린,64203,전기 및 통신 공사업
93050,LF,31401,봉제의복 제조업
3550,LG,116409,기타 금융업
34220,LG디스플레이,32602,전자부품 제조업
1120,LG상사,74601,상품 중개업
51900,LG생활건강,32004,기타 화학제품 제조업
32640,LG유플러스,106102,전기 통신업
11070,LG이노텍,32602,전자부품 제조업
66570,LG전자,32604,통신 및 방송 장비 제조업
108670,LG하우시스,32202,플라스틱제품 제조업
51910,LG화학,32001,기초 화학물질 제조업
79550,LIG넥스원,32502,무기 및 총포탄 제조업
6260,LS,116409,기타 금융업
680,LS네트웍스,74608,상품 종합 도매업
10120,LS산전,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
229640,LS전선아시아,116409,기타 금융업
23150,MH에탄올,31101,알코올음료 제조업
65150,MP그룹,74603,음·식료품 및 담배 도매업
219550,MP한강,74604,생활용품 도매업
35420,NAVER,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
160550,NEW,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
53290,NE능률,105801,"서적, 잡지 및 기타 인쇄물 출판업"
104200,NHN벅스,105802,소프트웨어 개발 및 공급업
181710,NHN엔터테인먼트,105802,소프트웨어 개발 및 공급업
60250,NHN한국사이버결제,106309,기타 정보 서비스업
5940,NH투자증권,116601,금융 지원 서비스업
34310,NICE,137105,회사 본부 및 경영 컨설팅 서비스업
30190,NICE평가정보,106309,기타 정보 서비스업
8260,NI스틸,32401,1차 철강 제조업
10060,OCI,32001,기초 화학물질 제조업
24940,PN풍년,32509,기타 금속 가공제품 제조업
218410,RFHIC,32604,통신 및 방송 장비 제조업
91340,S&K폴리텍,32602,전자부품 제조업
100840,S&TC,32901,일반 목적용 기계 제조업
64960,S&T모티브,33003,자동차 신품 부품 제조업
3570,S&T중공업,33003,자동차 신품 부품 제조업
36530,S&T홀딩스,116409,기타 금융업
10950,S-Oil,31902,석유 정제품 제조업
19550,SBI인베스트먼트,116402,신탁업 및 집합투자업
950110,SBI핀테크솔루션즈,105802,소프트웨어 개발 및 공급업
34120,SBS,106002,텔레비전 방송업
101060,SBS미디어홀딩스,116409,기타 금융업
46140,SBS콘텐츠허브,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
36120,SCI평가정보,147509,기타 사업지원 서비스업
99220,SDN,74605,기계장비 및 관련 물품 도매업
36540,SFA반도체,32601,반도체 제조업
255220,SG,32309,기타 비금속 광물제품 제조업
40610,SG&G,33003,자동차 신품 부품 제조업
49470,SGA,105802,소프트웨어 개발 및 공급업
184230,SGA솔루션즈,105802,소프트웨어 개발 및 공급업
224880,SGA임베디드,105802,소프트웨어 개발 및 공급업
4060,SG세계물산,74608,상품 종합 도매업
1380,SG충방,33003,자동차 신품 부품 제조업
2360,SH에너지화학,32001,기초 화학물질 제조업
9160,SIMPAC,32902,특수 목적용 기계 제조업
90730,SIMPAC Metal,32401,1차 철강 제조업
34730,SK,116409,기타 금융업
232330,SK3호스팩,116601,금융 지원 서비스업
11790,SKC,32004,기타 화학제품 제조업
57500,SKC 솔믹스,32602,전자부품 제조업
178920,SKC코오롱PI,32202,플라스틱제품 제조업
18670,SK가스,74607,기타 전문 도매업
1740,SK네트웍스,74607,기타 전문 도매업
6120,SK디스커버리,116409,기타 금융업
210980,SK디앤디,126801,부동산 임대 및 공급업
36490,SK머티리얼즈,32001,기초 화학물질 제조업
52260,SK바이오랜드,32004,기타 화학제품 제조업
96770,SK이노베이션,116409,기타 금융업
1510,SK증권,116601,금융 지원 서비스업
285130,SK케미칼,32002,합성고무 및 플라스틱 물질 제조업
17670,SK텔레콤,106102,전기 통신업
660,SK하이닉스,32601,반도체 제조업
48550,SM C&C,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
63440,SM Life Design,31802,기록매체 복제업
5610,SPC삼립,31007,기타 식품 제조업
123260,STC,32601,반도체 제조업
11810,STX,74608,상품 종합 도매업
77970,STX엔진,32901,일반 목적용 기계 제조업
71970,STX중공업,32901,일반 목적용 기계 제조업
289080,SV인베스트먼트,116409,기타 금융업
2710,TCC동양,32401,1차 철강 제조업
89230,THE E&M,106309,기타 정보 서비스업
32540,TJ미디어,32605,영상 및 음향기기 제조업
48770,TPC,32901,일반 목적용 기계 제조업
284610,TS트릴리온,32004,기타 화학제품 제조업
38340,UCI,168505,일반 교습 학원
24070,WISCOM,32202,플라스틱제품 제조업
52300,W홀딩컴퍼니,85209,기타 운송관련 서비스업
37270,YG PLUS,33304,"인형,장난감 및 오락용품 제조업"
40300,YTN,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
51390,YW,74608,상품 종합 도매업
52220,iMBC,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
79940,가비아,105802,소프트웨어 개발 및 공급업
78890,가온미디어,32604,통신 및 방송 장비 제조업
500,가온전선,32803,절연선 및 케이블 제조업
192410,감마누,32604,통신 및 방송 장비 제조업
24840,갑을메탈,32402,1차 비철금속 제조업
860,강남제비스코,32004,기타 화학제품 제조업
217730,강스템바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업
35250,강원랜드,189102,유원지 및 기타 오락관련 서비스업
11420,갤럭시아에스엠,189101,스포츠 서비스업
94480,갤럭시아컴즈,105802,소프트웨어 개발 및 공급업
63080,게임빌,116409,기타 금융업
39240,경남스틸,32401,1차 철강 제조업
53950,경남제약,32102,의약품 제조업
2100,경농,32003,"비료, 농약 및 살균, 살충제 제조업"
9450,경동나비엔,32805,가정용 기기 제조업
267290,경동도시가스,43502,연료용 가스 제조 및 배관공급업
12320,경동인베스트,116409,기타 금융업
11040,경동제약,32102,의약품 제조업
50,경방,31301,방적 및 가공사 제조업
214390,경보제약,32101,기초 의약물질 및 생물학적 제제 제조업
12610,경인양행,32001,기초 화학물질 제조업
9140,경인전자,32602,전자부품 제조업
24910,경창산업,33003,자동차 신품 부품 제조업
13580,계룡건설산업,64102,토목 건설업
12200,계양전기,32901,일반 목적용 기계 제조업
4200,고려개발,64102,토목 건설업
2140,고려산업,31006,"곡물가공품, 전분 및 전분제품 제조업"
198440,고려시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
49720,고려신용정보,147509,기타 사업지원 서비스업
10130,고려아연,32402,1차 비철금속 제조업
2240,고려제강,32401,1차 철강 제조업
14570,고려제약,32102,의약품 제조업
98460,고영,32902,특수 목적용 기계 제조업
38530,골드퍼시픽,74604,생활용품 도매업
227950,골든브릿지제4호스팩,116601,금융 지원 서비스업
1290,골든브릿지증권,116601,금융 지원 서비스업
900280,골든센츄리,116409,기타 금융업
215000,골프존,105802,소프트웨어 개발 및 공급업
121440,골프존뉴딘홀딩스,116409,기타 금융업
76340,관악산업,64201,기반조성 및 시설물 축조관련 전문공사업
9290,광동제약,32102,의약품 제조업
14200,광림,33001,자동차용 엔진 및 자동차 제조업
17040,광명전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
17900,광전자,32601,반도체 제조업
37710,광주신세계,74701,종합 소매업
192530,광주은행,116401,은행 및 저축기관
26910,광진실업,32401,1차 철강 제조업
90150,광진윈텍,33003,자동차 신품 부품 제조업
267320,교보7호스팩,116601,금융 지원 서비스업
242040,교보비엔케이스팩,116601,금융 지원 서비스업
30610,교보증권,116601,금융 지원 서비스업
223220,구름게임즈앤컴퍼니,105802,소프트웨어 개발 및 공급업
53270,구영테크,33003,자동차 신품 부품 제조업
7690,국도화학,32001,기초 화학물질 제조업
5320,국동,74604,생활용품 도매업
1140,국보,84903,도로 화물 운송업
66620,국보디자인,64204,실내건축 및 건축마무리 공사업
43650,국순당,31101,알코올음료 제조업
6050,국영지앤엠,32301,유리 및 유리제품 제조업
60480,국일신동,32402,1차 비철금속 제조업
78130,국일제지,31709,기타 종이 및 판지 제품 제조업
2720,국제약품,32102,의약품 제조업
243870,굿센,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
19010,그랜드백화점,74701,종합 소매업
83420,그린케미칼,32004,기타 화학제품 제조업
186230,그린플러스,32402,1차 비철금속 제조업
14530,극동유화,31902,석유 정제품 제조업
272420,극동자동화,64203,전기 및 통신 공사업
900070,글로벌에스엠,116409,기타 금융업
204620,글로벌텍스프리,116601,금융 지원 서비스업
19660,글로본,74608,상품 종합 도매업
14280,금강공업,32401,1차 철강 제조업
53260,금강철강,32401,1차 철강 제조업
8870,금비,32301,유리 및 유리제품 제조업
1570,금양,32001,기초 화학물질 제조업
2990,금호산업,64101,건물 건설업
11780,금호석유화학,32001,기초 화학물질 제조업
214330,금호에이치티,33003,자동차 신품 부품 제조업
1210,금호전기,32804,전구 및 조명장치 제조업
73240,금호타이어,32201,고무제품 제조업
36190,금화피에스시,64203,전기 및 통신 공사업
49080,기가레인,32902,특수 목적용 기계 제조업
35460,기산텔레콤,32604,통신 및 방송 장비 제조업
92440,기신정기,32902,특수 목적용 기계 제조업
270,기아자동차,33001,자동차용 엔진 및 자동차 제조업
24110,기업은행,116401,은행 및 저축기관
13700,까뮤이앤씨,64101,건물 건설업
4540,깨끗한나라,31701,"펄프, 종이 및 판지 제조업"
187790,나노,32001,기초 화학물질 제조업
74610,나노메딕스,32901,일반 목적용 기계 제조업
151910,나노스,32602,전자부품 제조업
121600,나노신소재,32004,기타 화학제품 제조업
39860,나노엔텍,32701,의료용 기기 제조업
91970,나노캠텍,32202,플라스틱제품 제조업
244880,나눔테크,32701,의료용 기기 제조업
51490,나라엠앤디,32902,특수 목적용 기계 제조업
190510,나무가,32602,전자부품 제조업
167380,나무기술,105802,소프트웨어 개발 및 공급업
89600,나스미디어,137103,광고업
138610,나이벡,32103,의료용품 및 기타 의약 관련제품 제조업
130580,나이스디앤비,147509,기타 사업지원 서비스업
36800,나이스정보통신,106102,전기 통신업
1260,남광토건,64102,토목 건설업
8350,남선알미늄,32402,1차 비철금속 제조업
4270,남성,74607,기타 전문 도매업
3920,남양유업,31005,낙농제품 및 식용빙과류 제조업
2070,남영비비안,31401,봉제의복 제조업
25860,남해화학,32003,"비료, 농약 및 살균, 살충제 제조업"
91590,남화토건,64101,건물 건설업
168330,내츄럴엔도텍,137001,자연과학 및 공학 연구개발업
72770,네오디안테크놀로지,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
212560,네오오토,33003,자동차 신품 부품 제조업
95660,네오위즈,105802,소프트웨어 개발 및 공급업
42420,네오위즈홀딩스,116409,기타 금융업
85910,네오티스,33003,자동차 신품 부품 제조업
92730,네오팜,32004,기타 화학제품 제조업
153460,네이블커뮤니케이션즈,105802,소프트웨어 개발 및 공급업
7390,네이처셀,31102,비알코올음료 및 얼음 제조업
86220,네추럴FNP,31007,기타 식품 제조업
33640,네패스,32601,반도체 제조업
87730,네패스신소재,32002,합성고무 및 플라스틱 물질 제조업
5720,넥센,116409,기타 금융업
2350,넥센타이어,32201,고무제품 제조업
81970,넥스지,105802,소프트웨어 개발 및 공급업
89140,넥스턴,32301,유리 및 유리제품 제조업
65170,넥스트BT,74603,음·식료품 및 담배 도매업
139670,넥스트리밍,105802,소프트웨어 개발 및 공급업
137940,넥스트아이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
92600,넥스트칩,32601,반도체 제조업
41140,넥슨지티,105802,소프트웨어 개발 및 공급업
217270,넵튠,105802,소프트웨어 개발 및 공급업
225570,넷게임즈,105802,소프트웨어 개발 및 공급업
251270,넷마블,105802,소프트웨어 개발 및 공급업
90350,노루페인트,32004,기타 화학제품 제조업
320,노루홀딩스,116409,기타 금융업
229500,노브메타파마,137001,자연과학 및 공학 연구개발업
6280,녹십자,32102,의약품 제조업
144510,녹십자랩셀,137309,"그외 기타 전문, 과학 및 기술 서비스업"
31390,녹십자셀,32101,기초 의약물질 및 생물학적 제제 제조업
142280,녹십자엠에스,32103,의료용품 및 기타 의약 관련제품 제조업
5250,녹십자홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업
65560,녹원씨엔아이,74607,기타 전문 도매업
4370,농심,31007,기타 식품 제조업
72710,농심홀딩스,116409,기타 금융업
54050,농우바이오,10101,작물 재배업
40160,누리텔레콤,105802,소프트웨어 개발 및 공급업
69140,누리플랜,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
126870,뉴로스,32901,일반 목적용 기계 제조업
60260,뉴보텍,32202,플라스틱제품 제조업
12340,뉴인텍,32602,전자부품 제조업
222040,뉴트리바이오텍,31007,기타 식품 제조업
144960,뉴파워프라즈마,32902,특수 목적용 기계 제조업
900100,뉴프라이드,74502,자동차 부품 및 내장품 판매업
85670,뉴프렉스,32602,전자부품 제조업
119860,다나와,105802,소프트웨어 개발 및 공급업
64260,다날,105802,소프트웨어 개발 및 공급업
93640,다믈멀티미디어,32601,반도체 제조업
39560,다산네트웍스,32604,통신 및 방송 장비 제조업
58730,다스코,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
23590,다우기술,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
32190,다우데이타,74605,기계장비 및 관련 물품 도매업
68240,다원시스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
86080,다이노나,137001,자연과학 및 공학 연구개발업
271850,다이오진,137001,자연과학 및 공학 연구개발업
19680,대교,168501,초등 교육기관
6370,대구백화점,74701,종합 소매업
4130,대덕GDS,32602,전자부품 제조업
8060,대덕전자,32602,전자부품 제조업
178600,대동고려삼,31007,기타 식품 제조업
490,대동공업,32902,특수 목적용 기계 제조업
20400,대동금속,32403,금속 주조업
8830,대동기어,32902,특수 목적용 기계 제조업
48470,대동스틸,32401,1차 철강 제조업
8110,대동전자,32604,통신 및 방송 장비 제조업
4780,대륙제관,32509,기타 금속 가공제품 제조업
5750,대림비앤코,32302,"내화, 비내화 요업제품 제조업"
210,대림산업,64102,토목 건설업
4440,대림씨엔에스,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
